article,creationDate,link
Dell-Gründer: Unternehmer brauchen Mut zum Risiko,17.01.2017,/newsticker/meldung/Dell-Gruender-Unternehmer-brauchen-Mut-zum-Risiko-3597671.html
Internet im Gefängnis – ein Menschenrecht?,17.01.2017,/newsticker/meldung/Internet-im-Gefaengnis-ein-Menschenrecht-3597649.html
Linux 4.10 Neue Wege zur Grafikbeschleunigung in virtuellen Maschinen,17.01.2017,/newsticker/meldung/Linux-4-10-Neue-Wege-zur-Grafikbeschleunigung-in-virtuellen-Maschinen-3597644.html
Springer-Chef Döpfner: Fake News sind nicht neu,17.01.2017,/newsticker/meldung/Springer-Chef-Doepfner-Fake-News-sind-nicht-neu-3597638.html
Apple vs. Samsung: Rechtsstreit wiedereröffnet,17.01.2017,/newsticker/meldung/Apple-vs-Samsung-Rechtsstreit-wiedereroeffnet-3597552.html
Irreführende Statt-Preise: Amazon.ca zahlt Strafe,17.01.2017,/newsticker/meldung/Irrefuehrende-Statt-Preise-Amazon-ca-zahlt-Strafe-3597587.html
"Facebook-Geschäftsführerin Sandberg über Fake News: ""Wollen nicht entscheiden, was wahr ist""",17.01.2017,/newsticker/meldung/Facebook-Geschaeftsfuehrerin-Sandberg-ueber-Fake-News-Wollen-nicht-entscheiden-was-wahr-ist-3597623.html
US-Startup entwickelt automatisierte Bodenstationen für Drohnen,17.01.2017,/newsticker/meldung/US-Startup-entwickelt-automatisierte-Bodenstationen-fuer-Drohnen-3596897.html
DLD 2017: Auf der Suche nach dem verlorenen Plan,17.01.2017,/newsticker/meldung/DLD-2017-Auf-der-Suche-nach-dem-verlorenen-Plan-3597590.html
All-Flash und POWER8: Neue Speichersysteme von IBM,17.01.2017,/newsticker/meldung/All-Flash-und-POWER8-Neue-Speichersysteme-von-IBM-3597515.html
Datenbank-Erpresser: Nach MongoDB ist auch Elasticsearch im Visier,17.01.2017,/newsticker/meldung/Datenbank-Erpresser-Nach-MongoDB-ist-auch-Elasticsearch-im-Visier-3597331.html
Mobilfunk: Verbraucherschützer gehen gegen Datenautomatik bei Vodafone vor,16.01.2017,/newsticker/meldung/Mobilfunk-Verbraucherschuetzer-gehen-gegen-Datenautomatik-bei-Vodafone-vor-3597513.html
Keylogger-Affäre bei der taz: Geldstrafe für Ex-Redakteur,16.01.2017,/newsticker/meldung/Keylogger-Affaere-bei-der-taz-Geldstrafe-fuer-Ex-Redakteur-3597509.html
Forscher integrieren Flammschutzmittel in Separator für Lithium-Ionen-Akkus,16.01.2017,/newsticker/meldung/Forscher-integrieren-Flammschutzmittel-in-Separator-fuer-Lithium-Ionen-Akkus-3597374.html
Smarthome-Firma Nest kommt nach Deutschland,16.01.2017,/newsticker/meldung/Smarthome-Firma-Nest-kommt-nach-Deutschland-3597479.html
JavaLand 2017: Frühbucherrabatt endet am 30. Januar,16.01.2017,/newsticker/meldung/JavaLand-2017-Fruehbucherrabatt-endet-am-30-Januar-3597288.html
900 Gigabyte Datenverlust: Überwachungsfirma Cellebrite gehackt,16.01.2017,/newsticker/meldung/900-Gigabyte-Datenverlust-Ueberwachungsfirma-Cellebrite-gehackt-3597455.html
Neuer Raspberry Pi für Appliances und Industrie,16.01.2017,/newsticker/meldung/Neuer-Raspberry-Pi-fuer-Appliances-und-Industrie-3597427.html
Ungleiche Vermögensverteilung: Tech-Milliardäre dominieren Oxfamliste,16.01.2017,/newsticker/meldung/Ungleiche-Vermoegensverteilung-Tech-Milliardaere-dominieren-Oxfamliste-3597361.html
Forscher sichten stationäre Riesenstruktur auf der Venus,16.01.2017,/newsticker/meldung/Forscher-sichten-stationaere-Riesenstruktur-auf-der-Venus-3597327.html
Kerniges zum Karneval: AMD Ryzen kommt wohl am 28. Februar,16.01.2017,/newsticker/meldung/Kerniges-zum-Karneval-AMD-Ryzen-kommt-wohl-am-28-Februar-3597324.html
"""Threat Intelligence"": Security-Allheilmittel oder Cyber-Buzzword? ",16.01.2017,/newsticker/meldung/Threat-Intelligence-Security-Allheilmittel-oder-Cyber-Buzzword-3596851.html
Facebook eröffnet Digitales Lernzentrum in Berlin,16.01.2017,/newsticker/meldung/Facebook-eroeffnet-Digitales-Lernzentrum-in-Berlin-3597045.html
Breitbandausbau: Dobrindt macht 350 Millionen Euro für Gewerbegebiete locker,16.01.2017,/newsticker/meldung/Breitbandausbau-Dobrindt-macht-350-Millionen-Euro-fuer-Gewerbegebiete-locker-3597175.html
Regulierer zieht unsichere Elektrogeräte aus dem Verkehr,16.01.2017,/newsticker/meldung/Regulierer-zieht-unsichere-Elektrogeraete-aus-dem-Verkehr-3597285.html
Airbus-Chef: Autonomes Fliegen rückt näher,16.01.2017,/newsticker/meldung/Airbus-Chef-Autonomes-Fliegen-rueckt-naeher-3596878.html
China kündigt stärkere Kontrolle von App-Stores an,16.01.2017,/newsticker/meldung/China-kuendigt-staerkere-Kontrolle-von-App-Stores-an-3597194.html
3D-Drucker mit beweglicher Druckplatte,16.01.2017,/newsticker/meldung/3D-Drucker-mit-beweglicher-Druckplatte-3594506.html
Südkorea: Haftbefehl gegen Samsungs De-facto-Chef,16.01.2017,/newsticker/meldung/Suedkorea-Haftbefehl-gegen-Samsungs-De-facto-Chef-3597001.html
Apple Music: Videos zur Abgrenzung gegen Gratisangebote,16.01.2017,/newsticker/meldung/Apple-Music-Videos-zur-Abgrenzung-gegen-Gratisangebote-3597118.html
"building IoT 2017: Programm online, jetzt Frühbucherrabatt sichern",16.01.2017,/newsticker/meldung/building-IoT-2017-Programm-online-jetzt-Fruehbucherrabatt-sichern-3596615.html
Web-Browser-Fingerprinting: Erkennbar auch ohne Cookie,16.01.2017,/newsticker/meldung/Web-Browser-Fingerprinting-Erkennbar-auch-ohne-Cookie-3597078.html
JAXA: Kleinste Satelliten tragende Rakete abgestürzt,16.01.2017,/newsticker/meldung/JAXA-Kleinste-Satelliten-tragende-Rakete-abgestuerzt-3597059.html
Mailserver Dovecot: erfolgreiches Sicherheits-Audit,16.01.2017,/newsticker/meldung/Mailserver-Dovecot-erfolgreiches-Sicherheits-Audit-3596977.html
Medienanstalt: Kinder brauchen mehr Schutz vor Gefahren im Internet,16.01.2017,/newsticker/meldung/Medienanstalt-Kinder-brauchen-mehr-Schutz-vor-Gefahren-im-Internet-3596966.html
Nissan will autonomes Fahren auf Straßen in London testen,16.01.2017,/newsticker/meldung/Nissan-will-autonomes-Fahren-auf-Strassen-in-London-testen-3597003.html
Microsoft-Chef Nadella: Künstliche Intelligenz ist eine demokratisierende Technik,16.01.2017,/newsticker/meldung/Microsoft-Chef-Nadella-Kuenstliche-Intelligenz-ist-eine-demokratisierende-Technik-3596864.html
Lufthansa setzt auf digitale Rendite,16.01.2017,/newsticker/meldung/Lufthansa-setzt-auf-digitale-Rendite-3596811.html
360-Grad-Video: Mit Barack und Michelle Obama durchs Weiße Haus,16.01.2017,/newsticker/meldung/360-Grad-Video-Mit-Barack-und-Michelle-Obama-durchs-Weisse-Haus-3596794.html
BMW: Autonome Autos brauchen Partnerschaften und Standards,16.01.2017,/newsticker/meldung/BMW-Autonome-Autos-brauchen-Partnerschaften-und-Standards-3596787.html
Wegwerf-SIMs für Terroristen: Was tun gegen den Prepaid-Missbrauch?,16.01.2017,/newsticker/meldung/Wegwerf-SIMs-fuer-Terroristen-Was-tun-gegen-den-Prepaid-Missbrauch-3596708.html
Telekom-Chef: Digitalisierung darf niemanden zurücklassen,16.01.2017,/newsticker/meldung/Telekom-Chef-Digitalisierung-darf-niemanden-zuruecklassen-3596653.html
Connected Living ConnFerence 2017 – Der Mensch im Fokus der Digitalen Transformation,16.01.2017,/newsticker/meldung/Connected-Living-ConnFerence-2017-Der-Mensch-im-Fokus-der-Digitalen-Transformation-3596065.html
"Donald Trump twittert weiter: Der designierte US-Präsident findet Twitter ""sehr akkurat"" für seine Zwecke",16.01.2017,/newsticker/meldung/Donald-Trump-twittert-weiter-Der-designierte-US-Praesident-findet-Twitter-sehr-akkurat-fuer-seine-3596620.html
"US-Regulierer über Netzneutralität: ""Wo brennt's?""",16.01.2017,/newsticker/meldung/US-Regulierer-ueber-Netzneutralitaet-Wo-brennt-s-3596591.html
IT-Dienstleister CSC will mit HP Enterprise zum führenden Player aufsteigen,16.01.2017,/newsticker/meldung/IT-Dienstleister-CSC-will-mit-HP-Enterprise-zum-fuehrenden-Player-aufsteigen-3596609.html
Junges Blut gegen das Altern: Start-up verkauft Anti-Aging-Transfusionen,16.01.2017,/newsticker/meldung/Junges-Blut-gegen-das-Altern-Start-up-verkauft-Anti-Aging-Transfusionen-3596423.html
Geheimdienstkoordinator im NSA-Ausschuss: BND darf Parlamente überwachen,26.01.2017,/newsticker/meldung/Geheimdienstkoordinator-im-NSA-Ausschuss-BND-darf-Parlamente-ueberwachen-3608306.html
Kein Weiterkommen: Arch Linux will 32 Bit nicht mehr unterstützen,26.01.2017,/newsticker/meldung/Kein-Weiterkommen-Arch-Linux-will-32-Bit-nicht-mehr-unterstuetzen-3608286.html
Wegen Donald Trump: Atomkriegsuhr auf zweieinhalb Minuten vor Mitternacht,26.01.2017,/newsticker/meldung/Wegen-Donald-Trump-Atomkriegsuhr-auf-zweieinhalb-Minuten-vor-Mitternacht-3608269.html
"Internet-Konferenz ""TechCrunch Disrupt"" zieht von London nach Berlin",26.01.2017,/newsticker/meldung/Internet-Konferenz-TechCrunch-Disrupt-zieht-von-London-nach-Berlin-3608263.html
Chrome 56 kommt mit Login-Warnungen und WebGL 2,26.01.2017,/newsticker/meldung/Chrome-56-kommt-mit-Login-Warnungen-und-WebGL-2-3608131.html
VW-Vorstandsmitglied Hohmann-Dennhardt verlässt Konzern,26.01.2017,/newsticker/meldung/VW-Vorstandsmitglied-Hohmann-Dennhardt-verlaesst-Konzern-3608197.html
Weltraum-Tomaten: Forscher testen Zucht für Astronauten,26.01.2017,/newsticker/meldung/Weltraum-Tomaten-Forscher-testen-Zucht-fuer-Astronauten-3608185.html
Resident Evil 7 VR im Livestream mit HF-Messung: Wenn der Puls bis zum Hals schlägt,26.01.2017,/newsticker/meldung/Resident-Evil-7-VR-im-Livestream-mit-HF-Messung-Wenn-der-Puls-bis-zum-Hals-schlaegt-3608172.html
Office: Microsoft öffnet Insider-Programm für iPhone und iPad,26.01.2017,/newsticker/meldung/Office-Microsoft-oeffnet-Insider-Programm-fuer-iPhone-und-iPad-3608151.html
Bundestag: E-Signatur oder De-Mail sollen Unterschrift beim Amt vielfach ersetzen,26.01.2017,/newsticker/meldung/Bundestag-E-Signatur-oder-De-Mail-sollen-Unterschrift-beim-Amt-vielfach-ersetzen-3608062.html
Googlemail will JavaScript als Datei-Anhang verbieten,26.01.2017,/newsticker/meldung/Googlemail-will-JavaScript-als-Datei-Anhang-verbieten-3607998.html
Qualcomms Bilanz nach Strafen und Klagen unter Druck,26.01.2017,/newsticker/meldung/Qualcomms-Bilanz-nach-Strafen-und-Klagen-unter-Druck-3607986.html
Software AG verfehlt Ziel in Wachstumssparte,26.01.2017,/newsticker/meldung/Software-AG-verfehlt-Ziel-in-Wachstumssparte-3607977.html
"Tausende Schulabgänger ohne Abschluss: ""Es gibt eine abgehängte Gruppe""",26.01.2017,/newsticker/meldung/Tausende-Schulabgaenger-ohne-Abschluss-Es-gibt-eine-abgehaengte-Gruppe-3607913.html
Prominente abgephisht: Angeklagter zu neun Monaten Haft verurteilt ,26.01.2017,/newsticker/meldung/Prominente-abgephisht-Angeklagter-zu-neun-Monaten-Haft-verurteilt-3607855.html
Nach Trumps Behörden-Maulkorb: Alternative Twitter-Accounts versprechen Widerstand,26.01.2017,/newsticker/meldung/Nach-Trumps-Behoerden-Maulkorb-Alternative-Twitter-Accounts-versprechen-Widerstand-3607836.html
Kriselnder Netzwerkausrüster Ericsson muss weiter kräftig einstecken,26.01.2017,/newsticker/meldung/Kriselnder-Netzwerkausruester-Ericsson-muss-weiter-kraeftig-einstecken-3607898.html
Pentax KP: Spiegelreflexkamera im Retro-Gehäuse,26.01.2017,/newsticker/meldung/Pentax-KP-Spiegelreflexkamera-im-Retro-Gehaeuse-3607769.html
Tor Browser bekommt neue Alpha und Sicherheitsupdates spendiert,26.01.2017,/newsticker/meldung/Tor-Browser-bekommt-neue-Alpha-und-Sicherheitsupdates-spendiert-3607735.html
"Google löscht 1,7 Milliarden ""bad Ads""",26.01.2017,/newsticker/meldung/Google-loescht-1-7-Milliarden-bad-Ads-3607820.html
Kabel von Lightning nach USB-C fürs iPhone: Vorsicht vor Drittanbieterprodukten,26.01.2017,/newsticker/meldung/Kabel-von-Lightning-nach-USB-C-fuers-iPhone-Vorsicht-vor-Drittanbieterprodukten-3607707.html
Ex-Google-Manager Barra wird Oculus-Chef bei Facebook,26.01.2017,/newsticker/meldung/Ex-Google-Manager-Barra-wird-Oculus-Chef-bei-Facebook-3607761.html
"iX 2/2017: Docker-Container im Griff, Cross-Plattform-Entwicklung",26.01.2017,/newsticker/meldung/iX-2-2017-Docker-Container-im-Griff-Cross-Plattform-Entwicklung-3607379.html
Neue Klage: Apple vs. Qualcomm erreicht China,26.01.2017,/newsticker/meldung/Neue-Klage-Apple-vs-Qualcomm-erreicht-China-3607688.html
Ebay erfreut Anleger mit starken Zahlen,26.01.2017,/newsticker/meldung/Ebay-erfreut-Anleger-mit-starken-Zahlen-3607680.html
"Experten im Bundestag: ""Soziale Netzwerke verdienen sehr gut an Fake News""",26.01.2017,/newsticker/meldung/Experten-im-Bundestag-Soziale-Netzwerke-verdienen-sehr-gut-an-Fake-News-3607653.html
"""Moderne Medizin ohne KI nicht denkbar""",26.01.2017,/newsticker/meldung/Moderne-Medizin-ohne-KI-nicht-denkbar-3606172.html
Freigegeben: Open-Source-Strategiespiel Freeciv mit WebGL 3D im Browser spielen,26.01.2017,/newsticker/meldung/Freigegeben-Open-Source-Strategiespiel-Freeciv-mit-WebGL-3D-im-Browser-spielen-3607626.html
"Googles VR-kompatibler 360°-Film ""Pearl"" für Oscar nominiert",26.01.2017,/newsticker/meldung/Googles-VR-kompatibler-360-Film-Pearl-fuer-Oscar-nominiert-3607444.html
New York: Nun doch Schuldspruch wegen Code-Klau bei Goldman Sachs,26.01.2017,/newsticker/meldung/New-York-Nun-doch-Schuldspruch-wegen-Code-Klau-bei-Goldman-Sachs-3607600.html
Konkurrenz für AWS Lambda: Platform9 startet Fission,26.01.2017,/newsticker/meldung/Konkurrenz-fuer-AWS-Lambda-Platform9-startet-Fission-3606665.html
Angebote bei Aldi: Das taugen Notebook und Smartphone,26.01.2017,/newsticker/meldung/Angebote-bei-Aldi-Das-taugen-Notebook-und-Smartphone-3607615.html
#heiseshow: Akkutechnik am Limit – wie geht die Entwicklung bei Mobilgeräten weiter?,26.01.2017,/newsticker/meldung/heiseshow-Akkutechnik-am-Limit-wie-geht-die-Entwicklung-bei-Mobilgeraeten-weiter-3606959.html
Illegale Streamingdienste: Kölner Informatiker als Hauptverdächtiger,25.01.2017,/newsticker/meldung/Illegale-Streamingdienste-Koelner-Informatiker-als-Hauptverdaechtiger-3607571.html
Call for Papers: Deutsche OpenStack Tage 2017,25.01.2017,/newsticker/meldung/Call-for-Papers-Deutsche-OpenStack-Tage-2017-3607542.html
Bundesverwaltungsgericht: Rundfunkbeitrag für Zweitwohnung rechtens,25.01.2017,/newsticker/meldung/Bundesverwaltungsgericht-Rundfunkbeitrag-fuer-Zweitwohnung-rechtens-3607556.html
Edge: Ärger über vordrängelnden Microsoft-Browser nach Windows-10-Updates,25.01.2017,/newsticker/meldung/Edge-Aerger-ueber-vordraengelnden-Microsoft-Browser-nach-Windows-10-Updates-3607352.html
Amazon Alexa: Über 500 deutschsprachige Skills und ein neues Zuhause,25.01.2017,/newsticker/meldung/Amazon-Alexa-Ueber-500-deutschsprachige-Skills-und-ein-neues-Zuhause-3607435.html
Xbox Scorpio: Microsoft verzichtet auf ESRAM,25.01.2017,/newsticker/meldung/Xbox-Scorpio-Microsoft-verzichtet-auf-ESRAM-3606866.html
Make Gaming Great Again: Patriotische Trump-Grafikkarte zu gewinnen,25.01.2017,/newsticker/meldung/Make-Gaming-Great-Again-Patriotische-Trump-Grafikkarte-zu-gewinnen-3607452.html
iOS 10.3: Apple interessiert an iCloud-Nutzerdaten,25.01.2017,/newsticker/meldung/iOS-10-3-Apple-interessiert-an-iCloud-Nutzerdaten-3607449.html
Dropbox-Bugfix: Gelöschte Dateien in Nutzerkonten wiederauferstanden,25.01.2017,/newsticker/meldung/Dropbox-Bugfix-Geloeschte-Dateien-in-Nutzerkonten-wiederauferstanden-3607207.html
Pioneer kündigt erste PC-Laufwerke für die Wiedergabe von Ultra HD Blu-rays an,25.01.2017,/newsticker/meldung/Pioneer-kuendigt-erste-PC-Laufwerke-fuer-die-Wiedergabe-von-Ultra-HD-Blu-rays-an-3607377.html
iPhone schaltet sich ab: Keine Besserung bei Akkuproblemen mit iOS 10.2.1,25.01.2017,/newsticker/meldung/iPhone-schaltet-sich-ab-Keine-Besserung-bei-Akkuproblemen-mit-iOS-10-2-1-3607372.html
Feuergefährliche Akkus: HP ruft erneut Notebooks zurück,25.01.2017,/newsticker/meldung/Feuergefaehrliche-Akkus-HP-ruft-erneut-Notebooks-zurueck-3607309.html
Lücke in Samsung-Handys: Endlos-Bootschleife durch Killer-SMS,25.01.2017,/newsticker/meldung/Luecke-in-Samsung-Handys-Endlos-Bootschleife-durch-Killer-SMS-3607266.html
NASA-Satellit GOES-16: Erste beeindruckende Fotos der Erde,25.01.2017,/newsticker/meldung/NASA-Satellit-GOES-16-Erste-beeindruckende-Fotos-der-Erde-3607307.html
Bundesregierung skizziert löchriges Open-Data-Gesetz,25.01.2017,/newsticker/meldung/Bundesregierung-skizziert-loechriges-Open-Data-Gesetz-3607335.html
Freier Foto-Entwickler RawTherapee 5 erschienen,25.01.2017,/newsticker/meldung/Freier-Foto-Entwickler-RawTherapee-5-erschienen-3607284.html
Kickstarter-Kampagne zu The Banner Saga 3 läuft,25.01.2017,/newsticker/meldung/Kickstarter-Kampagne-zu-The-Banner-Saga-3-laeuft-3607262.html
"Bundesregierung steckt Rahmen für geplante ""Cyber-Feuerwehr"" ab",25.01.2017,/newsticker/meldung/Bundesregierung-steckt-Rahmen-fuer-geplante-Cyber-Feuerwehr-ab-3607258.html
TorWorld-Service will beim Ausbau des Tor-Netzes helfen,25.01.2017,/newsticker/meldung/TorWorld-Service-will-beim-Ausbau-des-Tor-Netzes-helfen-3607210.html
Bundesregierung beschließt Maut-Änderungen – Österreich protestiert,25.01.2017,/newsticker/meldung/Bundesregierung-beschliesst-Maut-Aenderungen-Oesterreich-protestiert-3607275.html
LineageOS: Alternativ-Android für zwei Dutzend weitere Modelle,25.01.2017,/newsticker/meldung/LineageOS-Alternativ-Android-fuer-zwei-Dutzend-weitere-Modelle-3607196.html
Erfolg für Vodafone im Streit um Mietkosten mit der Telekom,25.01.2017,/newsticker/meldung/Erfolg-fuer-Vodafone-im-Streit-um-Mietkosten-mit-der-Telekom-3607200.html
Setapp: Abo-Dienst für Mac-Apps tritt an,25.01.2017,/newsticker/meldung/Setapp-Abo-Dienst-fuer-Mac-Apps-tritt-an-3607221.html
Zuckerberg weist Spekulation zu Interesse an US-Präsidentenamt zurück,25.01.2017,/newsticker/meldung/Zuckerberg-weist-Spekulation-zu-Interesse-an-US-Praesidentenamt-zurueck-3607166.html
"Bundesregierung beschließt Gesetzentwurf zum autonomen Fahren: ""Letzte Verantwortung bleibt beim Menschen""",25.01.2017,/newsticker/meldung/Bundesregierung-beschliesst-Gesetzentwurf-zum-autonomen-Fahren-Letzte-Verantwortung-bleibt-beim-3607143.html
Wine 2.0 verbessert Direct3D-11-Unterstützung,25.01.2017,/newsticker/meldung/Wine-2-0-verbessert-Direct3D-11-Unterstuetzung-3606943.html
Smartphone-Geschäft zieht LG Electronics in die roten Zahlen,25.01.2017,/newsticker/meldung/Smartphone-Geschaeft-zieht-LG-Electronics-in-die-roten-Zahlen-3607120.html
Abbyy FineReader 14: OCR plus PDF-Bearbeitung,25.01.2017,/newsticker/meldung/Abbyy-FineReader-14-OCR-plus-PDF-Bearbeitung-3607068.html
"IT-Jobtag expandiert und kommt nach Hamburg, Düsseldorf, Berlin und fünf weitere Städte",25.01.2017,/newsticker/meldung/IT-Jobtag-expandiert-und-kommt-nach-Hamburg-Duesseldorf-Berlin-und-fuenf-weitere-Staedte-3607040.html
Raspberry Pi: Google will Makern KI-Tools bereitstellen,25.01.2017,/newsticker/meldung/Raspberry-Pi-Google-will-Makern-KI-Tools-bereitstellen-3606950.html
Texas Instruments schaut positiv auf das laufende Quartal,25.01.2017,/newsticker/meldung/Texas-Instruments-schaut-positiv-auf-das-laufende-Quartal-3607007.html
Porsche will massiv in Entwicklung digitaler Dienste investieren,25.01.2017,/newsticker/meldung/Porsche-will-massiv-in-Entwicklung-digitaler-Dienste-investieren-3606975.html
Sicherheitspatch: Western Digital My Cloud Mirror empfänglich für Schadcode,25.01.2017,/newsticker/meldung/Sicherheitspatch-Western-Digital-My-Cloud-Mirror-empfaenglich-fuer-Schadcode-3606909.html
Steigende Nachfrage nach CMOS-Sensoren,25.01.2017,/newsticker/meldung/Steigende-Nachfrage-nach-CMOS-Sensoren-3606914.html
Studie: Deutschland Zielland Nummer eins für chinesische Investoren,25.01.2017,/newsticker/meldung/Studie-Deutschland-Zielland-Nummer-eins-fuer-chinesische-Investoren-3606892.html
"US-Wahlen: Forscher ziehen Einfluss von ""Fake News"" in Zweifel",25.01.2017,/newsticker/meldung/US-Wahlen-Forscher-ziehen-Einfluss-von-Fake-News-in-Zweifel-3606899.html
Google I/O 2017 findet vom 17. bis 19. Mai statt,25.01.2017,/newsticker/meldung/Google-I-O-2017-findet-vom-17-bis-19-Mai-statt-3606811.html
Donald Trump verbietet mehreren Behörden die Öffentlichkeitsarbeit,25.01.2017,/newsticker/meldung/Donald-Trump-verbietet-mehreren-Behoerden-die-Oeffentlichkeitsarbeit-3606850.html
App Store: Apple plant deutlich verbesserte Bewertungsfunktion,25.01.2017,/newsticker/meldung/App-Store-Apple-plant-deutlich-verbesserte-Bewertungsfunktion-3606710.html
Microsoft ernennt Kevin Scott zum Technischen Geschäftsführer,25.01.2017,/newsticker/meldung/Microsoft-ernennt-Kevin-Scott-zum-Technischen-Geschaeftsfuehrer-3606833.html
iOS 10.3 lernt AirPods finden und bekommt neues Dateisystem,25.01.2017,/newsticker/meldung/iOS-10-3-lernt-AirPods-finden-und-bekommt-neues-Dateisystem-3606706.html
Application Performance Management: Cisco kauft APM-Spezialisten AppDynamics,25.01.2017,/newsticker/meldung/Application-Performance-Management-Cisco-kauft-APM-Spezialisten-AppDynamics-3606787.html
Spezialwatte gegen Ölverschmutzungen,25.01.2017,/newsticker/meldung/Spezialwatte-gegen-Oelverschmutzungen-3606170.html
"""Fühle mich nicht einsam"": Wenn Roboter aus dem Weltall twittern",25.01.2017,/newsticker/meldung/Fuehle-mich-nicht-einsam-Wenn-Roboter-aus-dem-Weltall-twittern-3606813.html
Android Wear 2.0: Fünfte Developer Preview  verbessert iOS-Anbindung,25.01.2017,/newsticker/meldung/Android-Wear-2-0-Fuenfte-Developer-Preview-verbessert-iOS-Anbindung-3606776.html
"""Statistisch gesehen"": Trotz Fachkräftemangel Arbeitslose am IT-Jobmarkt ",25.01.2017,/newsticker/meldung/Statistisch-gesehen-Trotz-Fachkraeftemangel-Arbeitslose-am-IT-Jobmarkt-3606625.html
Entscheidungen in Berlin und Brüssel: Fernduell um Dobrindts Maut 2.0,25.01.2017,/newsticker/meldung/Entscheidungen-in-Berlin-und-Bruessel-Fernduell-um-Dobrindts-Maut-2-0-3606790.html
WikiLeaks rügt Trump-Regierung und fordert zu Steuerdaten-Leak auf,25.01.2017,/newsticker/meldung/WikiLeaks-ruegt-Trump-Regierung-und-fordert-zu-Steuerdaten-Leak-auf-3606763.html
App-Entwicklung für iOS 10: Das Video-Tutorial auf DVD,25.01.2017,/newsticker/meldung/App-Entwicklung-fuer-iOS-10-Das-Video-Tutorial-auf-DVD-3606459.html
Cisco stellt Spark vor: für bessere Meetings und Zusammenarbeit,25.01.2017,/newsticker/meldung/Cisco-stellt-Spark-vor-fuer-bessere-Meetings-und-Zusammenarbeit-3606631.html
Microsoft erweitert OneDrive-Funktionen für Unternehmen,25.01.2017,/newsticker/meldung/Microsoft-erweitert-OneDrive-Funktionen-fuer-Unternehmen-3606716.html
Cloud-Dienst zur Kollaboration: Box aktualisiert Notes,25.01.2017,/newsticker/meldung/Cloud-Dienst-zur-Kollaboration-Box-aktualisiert-Notes-3606752.html
NetData 1.5: Linux- und Unix-Server im Blick behalten,25.01.2017,/newsticker/meldung/NetData-1-5-Linux-und-Unix-Server-im-Blick-behalten-3606738.html
USA: Keine neuerliche Anhörung über Zugriff auf EU-Rechenzentren,25.01.2017,/newsticker/meldung/USA-Keine-neuerliche-Anhoerung-ueber-Zugriff-auf-EU-Rechenzentren-3606755.html
EU-Kartellrechtsprüfung: Amazon macht Zugeständnisse beim E-Book-Vertrieb,24.01.2017,/newsticker/meldung/EU-Kartellrechtspruefung-Amazon-macht-Zugestaendnisse-beim-E-Book-Vertrieb-3606674.html
Ein Jahr alte Root-Schwachstelle in Systemd aufgetaucht,24.01.2017,/newsticker/meldung/Ein-Jahr-alte-Root-Schwachstelle-in-Systemd-aufgetaucht-3606599.html
Firefox 51 warnt vor unsicheren Log-ins,24.01.2017,/newsticker/meldung/Firefox-51-warnt-vor-unsicheren-Log-ins-3606572.html
Formula E in Berlin: Zurück nach Tempelhof,24.01.2017,/newsticker/meldung/Formula-E-in-Berlin-Zurueck-nach-Tempelhof-3606525.html
Windows 10 Creators Update: Sicherheitscenter reloaded,24.01.2017,/newsticker/meldung/Windows-10-Creators-Update-Sicherheitscenter-reloaded-3606452.html
"Deutsche Cloud: Microsoft nimmt Aufpreis für Daten, die daheim bleiben",24.01.2017,/newsticker/meldung/Deutsche-Cloud-Microsoft-nimmt-Aufpreis-fuer-Daten-die-daheim-bleiben-3606445.html
Abbau von Atomkraftwerk genehmigt - Isar 1 verschwindet,24.01.2017,/newsticker/meldung/Abbau-von-Atomkraftwerk-genehmigt-Isar-1-verschwindet-3606518.html
"Intel-Prozessoren ""Kaby Lake"" unter Windows 7: Geht (halbwegs) doch!",24.01.2017,/newsticker/meldung/Intel-Prozessoren-Kaby-Lake-unter-Windows-7-Geht-halbwegs-doch-3606409.html
Google veröffentlicht erste Instant Apps zum Testen,24.01.2017,/newsticker/meldung/Google-veroeffentlicht-erste-Instant-Apps-zum-Testen-3606368.html
Die Deutsche Telekom und die UMTS-Abschaltung,24.01.2017,/newsticker/meldung/Die-Deutsche-Telekom-und-die-UMTS-Abschaltung-3606384.html
Trump macht Gegner der Netzneutralität zum US-Chefregulierer,24.01.2017,/newsticker/meldung/Trump-macht-Gegner-der-Netzneutralitaet-zum-US-Chefregulierer-3606407.html
ESA bereitet Satellitenstarts vor – Treffen zu Weltraumschrott,24.01.2017,/newsticker/meldung/ESA-bereitet-Satellitenstarts-vor-Treffen-zu-Weltraumschrott-3606342.html
WebEx: Böses Sicherheitsloch in Ciscos Web-Conferencing ,24.01.2017,/newsticker/meldung/WebEx-Boeses-Sicherheitsloch-in-Ciscos-Web-Conferencing-3606292.html
Kartendienste: Kartellamt billigt Einstieg neuer Investoren bei Here,24.01.2017,/newsticker/meldung/Kartendienste-Kartellamt-billigt-Einstieg-neuer-Investoren-bei-Here-3606317.html
"Zahlen, bitte! Als 128 KByte das Maß der Dinge waren",24.01.2017,/newsticker/meldung/Zahlen-bitte-Als-128-KByte-das-Mass-der-Dinge-waren-3603972.html
Unterwasserdrohne: 30 Meter tief tauchen und Fische aufspüren,24.01.2017,/newsticker/meldung/Unterwasserdrohne-30-Meter-tief-tauchen-und-Fische-aufspueren-3606224.html
